0 838470
1 560549
2 540878
3 541671
4 541045
5 540030
6 576818
7 589555
8 541057
9 574758
10 540512
11 541968
12 575307
13 610552
14 540739
15 541206
16 541915
17 541350
18 540330
19 540449
20 541028
21 541514
22 540780
23 617286
24 539960
25 573962
26 541115
27 539998
28 574916
29 613540
30 540714
31 541224
32 540885
33 600043
34 540673
35 540487
36 540868
37 539705
38 574842
39 541301
40 540474
41 574371
42 590326
43 540117
44 574726
45 591642
46 540183
47 574448
48 596206
49 540438
50 574504
51 583623
52 541789
53 539582
54 540630
55 540962
56 540180
57 540540
58 541301
59 540543
60 573917
61 593482
62 540473
63 573924
64 541315
65 540921
66 574786
67 540470
68 541193
69 574699
70 588584
71 540229
72 574633
73 591646
74 542044
75 574682
76 590201
77 540808
78 574786
79 588497
80 540843
81 574179
82 541276
83 540522
84 540941
85 540794
86 541475
87 540837
88 542949
89 541148
90 541000
91 575031
92 541067
93 541377
94 574545
95 592735
96 540131
97 574810
98 541056
99 540690
