0 840749
1 1974649
2 2000974
3 1960735
4 1958345
5 1964598
6 1976038
7 1943859
8 1896317
9 1930783
10 1972320
11 545784
12 1713503
13 1891872
14 1917370
15 1958554
16 1961549
17 1959322
18 1971723
19 1902636
20 1939166
21 1893848
22 1915659
23 1975382
24 1968166
25 1884810
26 1929063
27 622174
28 1515263
29 1889544
30 1909964
31 1895476
32 1932428
33 1902270
34 1888762
35 1955216
36 2010498
37 1895410
38 1879887
39 1966706
40 1877013
41 1968518
42 1969279
43 1746738
44 699444
45 1857536
46 1875806
47 1930948
48 1970850
49 1895850
50 1958229
51 1971793
52 1897822
53 1897466
54 1942309
55 2012799
56 1995761
57 1913253
58 1940120
59 1924255
60 566616
61 1663529
62 1860793
63 1948743
64 1944700
65 1890612
66 1930361
67 1947172
68 1938901
69 1936942
70 1932452
71 1889391
72 1935574
73 1918071
74 1890044
75 1884066
76 1030036
77 1257870
78 1880997
79 1868495
80 1884192
81 2000817
82 1993307
83 1951167
84 1909071
85 1940860
86 1897567
87 1912448
88 1965484
89 1989571
90 1922426
91 1928570
92 2034815
93 550926
94 1901715
95 1934488
96 1952961
97 1946777
98 1935877
99 1935448
