0 944458
1 606322
2 657753
3 730808
4 617139
5 603820
6 704666
7 614636
8 608815
9 636253
10 591248
11 555360
12 557734
13 758766
14 791264
15 566386
16 787259
17 558995
18 555200
19 706746
20 629459
21 555458
22 598837
23 630204
24 563719
25 555444
26 725676
27 565003
28 555231
29 594040
30 650592
31 555168
32 589268
33 713935
34 557710
35 589959
36 626551
37 600663
38 588398
39 581932
40 688085
41 595496
42 562748
43 649521
44 621391
45 554233
46 602849
47 654408
48 553713
49 555130
50 708995
51 558656
52 640583
53 584890
54 673355
55 602981
56 556526
57 706184
58 558736
59 570100
60 685565
61 634329
62 555095
63 621422
64 639137
65 557570
66 591901
67 685994
68 570348
69 555105
70 582072
71 654331
72 556464
73 575990
74 616245
75 569957
76 554393
77 670074
78 566082
79 559717
80 595200
81 653221
82 591425
83 601389
84 680862
85 602943
86 609800
87 583682
88 669805
89 555560
90 567060
91 635740
92 560209
93 626754
94 638673
95 609636
96 608518
97 589289
98 665668
99 578109
