0 4 2162645540
1 4 2675733616
2 4 2617766464
3 4 1955982034
4 4 1932658992
5 4 2801261325
6 4 3006568038
7 4 2592493797
8 4 2305808219
9 4 2673925540
10 4 2089518170
11 4 2321800877
12 4 2331502402
13 4 2070847432
14 4 2684552777
15 4 1935337827
16 4 1958164197
17 4 1953864644
18 4 2392890117
19 4 2041050779
20 4 2766185933
21 4 2146331476
22 4 1639207762
23 4 1744294129
24 4 1953844631
25 4 1849171877
26 4 1848776199
27 4 3236190425
28 4 1639213219
29 4 1639030567
30 4 1744385802
31 4 1848834436
32 4 1954071095
33 4 3290841481
34 4 1638904132
35 4 1639367674
36 4 3268005784
37 4 1744182363
38 4 1639270498
39 4 1638974465
40 4 1639438025
41 4 2437712743
42 4 2909783697
43 4 2276581820
44 4 3080225160
45 4 2556237826
46 4 3373313892
47 4 1744057243
48 4 1848838587
49 4 2163734941
50 4 1639288817
51 4 2675894439
52 4 2159044945
53 4 2319069767
54 4 2903403144
55 4 2600751498
56 4 2210481722
57 4 2376593148
58 4 2057713680
59 4 1950975534
60 4 2056411217
61 4 2057893000
62 4 2059949728
63 4 2265656848
64 4 2150888491
65 4 1776377681
66 4 1639421343
67 4 2514366642
68 4 2109937087
69 4 1744458743
70 4 1848901798
71 4 1954253928
72 4 2058956681
73 4 2373652949
74 4 2431555630
75 4 1985757358
76 4 1849029414
77 4 2558419071
78 4 2146460892
79 4 2038233806
80 4 1947025704
81 4 2334242922
82 4 1929772906
83 4 2322545342
84 4 2271108506
85 4 1639225711
86 4 1954094467
87 4 1743938250
88 4 2736142079
89 4 2472205488
90 4 2177153108
91 4 2161405635
92 4 3266862720
93 4 2002755007
94 4 2271017545
95 4 2213592593
96 4 3219141219
97 4 1954270079
98 4 2169755235
99 4 1951148797
0 3 2059500755
1 3 1638939715
2 3 1644250681
3 3 1954466005
4 3 2164349524
5 3 2693790194
6 3 2141540073
7 3 2140466494
8 3 2017709694
9 3 2475541667
10 3 2249860770
11 3 1934317138
12 3 2140376807
13 3 1931827190
14 3 1638995095
15 3 1744103710
16 3 2602900486
17 3 2117979603
18 3 2479240353
19 3 1951709818
20 3 2054809620
21 3 2064877474
22 3 2652544765
23 3 2458801640
24 3 2689275771
25 3 2568173058
26 3 2236998831
27 3 2703551299
28 3 2351407672
29 3 2141580713
30 3 2407451432
31 3 2160997637
32 3 2266948084
33 3 2064937036
34 3 2370802691
35 3 2265519471
36 3 2058870476
37 3 2448445347
38 3 2269189456
39 3 2265693135
40 3 2372902102
41 3 2372056505
42 3 2164553832
43 3 2599556331
44 3 2035264087
45 3 1785879392
46 3 1639270323
47 3 1639164996
48 3 2472732880
49 3 2061739607
50 3 2062878699
51 3 2961541209
52 3 1953637453
53 3 2575198970
54 3 2178573513
55 3 2036178310
56 3 1932277860
57 3 2246773717
58 3 2130225150
59 3 1954213983
60 3 2637657325
61 3 2480630725
62 3 1744255885
63 3 2441019015
64 3 3300439419
65 3 2501778088
66 3 2551959972
67 3 2544527776
68 3 2037080134
69 3 2377048475
70 3 2162935642
71 3 2103370303
72 3 2227058852
73 3 2057444174
74 3 1957254458
75 3 2371233621
76 3 2056208106
77 3 1805439557
78 3 2558143138
79 3 2171278185
80 3 2327274020
81 3 2555242339
82 3 2071546338
83 3 2360719983
84 3 2714569920
85 3 2142186350
86 3 2037256634
87 3 2547784062
88 3 2037008575
89 3 2037402734
90 3 2038759452
91 3 2142757049
92 3 1931860997
93 3 1793973549
94 3 1953830921
95 3 2480996969
96 3 2063957176
97 3 2058615791
98 3 2377818155
99 3 2796491511
0 1 2144062731
1 1 1932775310
2 1 2596934975
3 1 2271426447
4 1 2206763733
5 1 1744230394
6 1 1953632398
7 1 1849427822
8 1 2816161278
