0 835980
1 1922597
2 1946034
3 1958578
4 1929415
5 1936583
6 892047
7 1522304
8 1955744
9 1898189
10 1927408
11 1964413
12 1930847
13 1885543
14 1932019
15 1934530
16 1912273
17 1918110
18 1927607
19 1915662
20 1999399
21 1985245
22 1649578
23 798546
24 1910666
25 1865748
26 1936495
27 1921880
28 1911794
29 1917761
30 1925170
31 1964423
32 1892868
33 1919555
34 1908708
35 1890976
36 1968054
37 1924712
38 1964039
39 601851
40 1767253
41 1938811
42 1922234
43 1949613
44 1929827
45 1924496
46 1922897
47 1948506
48 1981562
49 1974911
50 1902388
51 1883986
52 1924873
53 1875942
54 1879943
55 557462
56 1655401
57 1905084
58 1862521
59 1892132
60 2011570
61 1983737
62 1907270
63 1936112
64 1946062
65 1891593
66 1878494
67 1925016
68 1905810
69 1923061
70 1928036
71 709279
72 1487000
73 1829835
74 1895402
75 1993960
76 1897382
77 1889816
78 1952940
79 1933263
80 1921176
81 1923563
82 1915537
83 1926842
84 1875400
85 1921881
86 1941614
87 1492206
88 911449
89 1877855
90 1919119
91 1904411
92 1890993
93 1965498
94 1957478
95 1932331
96 1929286
97 1926971
98 1943286
99 1961029
