0 925144
1 2076074
2 2095628
3 2020730
4 2028044
5 2088465
6 2051356
7 2016628
8 2046775
9 2089407
10 2051897
11 2079188
12 2135984
13 2058576
14 1082092
15 1518179
16 2098709
17 2043371
18 2065988
19 2061268
20 2007372
21 2005498
22 2004422
23 2011419
24 1950209
25 2027325
26 1999996
27 2051488
28 1988956
29 1992370
30 1995642
31 641015
32 1970616
33 1953826
34 1989630
35 1995418
36 2006674
37 1986991
38 1996623
39 2033606
40 2018402
41 1967114
42 2003378
43 1984847
44 2084328
45 2056956
46 2258379
47 1139715
48 2001329
49 1997670
50 2115194
51 2082508
52 2033896
53 2101822
54 2052212
55 1993345
56 2051185
57 2090189
58 2016275
59 2052836
60 2091296
61 2042994
62 2114754
63 607174
64 2039897
65 2048399
66 2021729
67 2078378
68 2053863
69 2035910
70 2016310
71 2126764
72 2046558
73 2009784
74 2070708
75 2088727
76 2009230
77 2163035
78 2223099
79 714242
80 1874252
81 2111962
82 2028240
83 1991641
84 2082502
85 2091851
86 2035097
87 2052155
88 2109249
89 2044680
90 2024078
91 2078340
92 2039566
93 2038281
94 2078089
95 1715413
96 1950744
97 1990740
98 2082040
99 2089686
